Role,Title,Company,Location,Salary,Description,Salary_Min,Salary_Max,Average_Salary
Software Engineer,Staff Software Engineer - Identity and Access Management (IAM),Samsara,"Textile Finance, Los Angeles County",134846.64 - 134846.64,"Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operatio...",134846.64,134846.64,134846.64
Software Engineer,Staff Software Engineer - Identity and Access Management (IAM),Samsara,"Grand Central, Manhattan",127968.89 - 127968.89,"Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operatio...",127968.89,127968.89,127968.89
Software Engineer,"Vice President, Senior Software Engineer - Capital Markets",SMBC Group,"Grand Central, Manhattan",182028.83 - 182028.83,"SMBC Group is a top-tier global financial group. Headquartered in Tokyo and with a 400-year history, SMBC Group offers a diverse range of financial se...",182028.83,182028.83,182028.83
Software Engineer,Software Development Engineer,Collabera,"Times Square, King County",110045.82 - 110045.82,Job Title: Software Development Engineer Location: Multiple locations across USA Duration: 6 Months- possible extension Pay rate: $45.00/hr- $51.00/hr...,110045.82,110045.82,110045.82
Software Engineer,Software DevOps Engineer,GCR Professional Services,"Hawthorne, Los Angeles County",125883.07 - 125883.07,"Software DevOps Engineer (Location: Lenox, CA (90304) area / Inglewood County area, near Hawthorne, CA, south-east of Los Angeles, CA) This position i...",125883.07,125883.07,125883.07
Software Engineer,"Senior Software Engineer_ Palo Alto, CA _ W2 Only",iFlow Inc,"Stanford, Santa Clara County",134251 - 134251,JOB DESCRIPTION This role is hybrid- 4 times per week on average at location on req. Schedule: M-F; (avg 8 hours per day) 8-5/9-6 Responsibilities Ide...,134251,134251,134251
Software Engineer,Software & System Dev. Sr. Engineer,American Honda Motor Co.,"Marysville, Union County",97661.77 - 97661.77,"What Makes a Honda, is Who makes a Honda This role is not open to sponsorship Honda has a clear vision for the future, and it’s a joyful one. We are l...",97661.77,97661.77,97661.77
Software Engineer,Software & System Dev. Sr. Engineer,American Honda Motor Co.,"Marysville, Union County",106208.98 - 106208.98,"What Makes a Honda, is Who makes a Honda Honda has a clear vision for the future, and it’s a joyful one. We are looking for individuals with the skill...",106208.98,106208.98,106208.98
Software Engineer,"Software Engineer, PhD, Early Career, Campus, 2025 Start",Google,"Northlake, DeKalb County",132461.89 - 132461.89,Minimum qualifications: PhD degree in Computer Science or related technical field. Experience coding in one of the following programming languages inc...,132461.89,132461.89,132461.89
Software Engineer,"Software Engineer, PhD, Early Career, Campus, 2025 Start",Google,"Bee Cave, Travis County",119751.66 - 119751.66,Minimum qualifications: PhD degree in Computer Science or related technical field. Experience coding in one of the following programming languages inc...,119751.66,119751.66,119751.66
Software Engineer,"Software Engineer, PhD, Early Career, Campus, 2025 Start",Google,"Mountain View, Santa Clara County",140357.47 - 140357.47,Minimum qualifications: PhD degree in Computer Science or related technical field. Experience coding in one of the following programming languages inc...,140357.47,140357.47,140357.47
Software Engineer,"Software Engineer III, AI/ML, Google Cloud AI",Google,"Times Square, King County",169818.3 - 169818.3,Minimum qualifications: Bachelor’s degree or equivalent practical experience. 2 years of experience with software development in one or more programmi...,169818.3,169818.3,169818.3
Software Engineer,"Software Engineer III, AI/ML, Google Cloud AI",Google,"Cupertino, Santa Clara County",192674.67 - 192674.67,Minimum qualifications: Bachelor’s degree or equivalent practical experience. 2 years of experience with software development in one or more programmi...,192674.67,192674.67,192674.67
Software Engineer,"Software Engineer III, AI/ML, Google Cloud AI",Google,"Mountain View, Santa Clara County",174329.55 - 174329.55,Minimum qualifications: Bachelor’s degree or equivalent practical experience. 2 years of experience with software development in one or more programmi...,174329.55,174329.55,174329.55
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Campbell, Santa Clara County",104743.52 - 104743.52,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",104743.52,104743.52,104743.52
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"South Boston, Suffolk County",106698.93 - 106698.93,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",106698.93,106698.93,106698.93
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Bee Cave, Travis County",91112.24 - 91112.24,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",91112.24,91112.24,91112.24
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Northlake, DeKalb County",100782.74 - 100782.74,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",100782.74,100782.74,100782.74
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Schiller Park, Cook County",100786.3 - 100786.3,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",100786.3,100786.3,100786.3
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Hayes Valley, San Francisco",103687.92 - 103687.92,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",103687.92,103687.92,103687.92
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"San Diego, San Diego County",97529.23 - 97529.23,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",97529.23,97529.23,97529.23
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Trammells, Harris County",94535.24 - 94535.24,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",94535.24,94535.24,94535.24
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Washington, Washington, D.C.",104539.63 - 104539.63,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",104539.63,104539.63,104539.63
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,US,111865.81 - 111865.81,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",111865.81,111865.81,111865.81
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Highland Park, Dallas",103369.71 - 103369.71,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",103369.71,103369.71,103369.71
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Grand Central, Manhattan",97030.3 - 97030.3,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",97030.3,97030.3,97030.3
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Elkins Park, Montgomery County",98074.49 - 98074.49,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",98074.49,98074.49,98074.49
Software Engineer,"Control Plane - Senior Software Engineer - Scala, JVM, IAM",Elastic,"Textile Finance, Los Angeles County",102245.15 - 102245.15,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",102245.15,102245.15,102245.15
Software Engineer,"Principal Software Engineer - Full Stack, Observability Infrastructure Monitoring",Splunk,US,147647.11 - 147647.11,"Splunk, a Cisco company, is building a safer and more resilient digital world with an end-to-end full stack platform made for a hybrid, multi-cloud wo...",147647.11,147647.11,147647.11
Software Engineer,"Elasticsearch - Senior Software Engineer - Engineering Productivity, CI/CD",Elastic,"Elkins Park, Montgomery County",111039.84 - 111039.84,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",111039.84,111039.84,111039.84
Software Engineer,"Elasticsearch - Senior Software Engineer - Engineering Productivity, CI/CD",Elastic,"Washington, Washington, D.C.",118359.77 - 118359.77,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",118359.77,118359.77,118359.77
Software Engineer,"Elasticsearch - Senior Software Engineer - Engineering Productivity, CI/CD",Elastic,"Hayes Valley, San Francisco",117395.47 - 117395.47,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",117395.47,117395.47,117395.47
Software Engineer,"Elasticsearch - Senior Software Engineer - Engineering Productivity, CI/CD",Elastic,"Schiller Park, Cook County",114110.47 - 114110.47,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",114110.47,114110.47,114110.47
Software Engineer,"Elasticsearch - Senior Software Engineer - Engineering Productivity, CI/CD",Elastic,"Highland Park, Dallas",117035.19 - 117035.19,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",117035.19,117035.19,117035.19
Software Engineer,"Elasticsearch - Senior Software Engineer - Engineering Productivity, CI/CD",Elastic,"Northlake, DeKalb County",114106.33 - 114106.33,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",114106.33,114106.33,114106.33
Software Engineer,"Elasticsearch - Senior Software Engineer - Engineering Productivity, CI/CD",Elastic,"Trammells, Harris County",107032.8 - 107032.8,"Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential...",107032.8,107032.8,107032.8
